FID,pid,code,startcode,endcode,startnr,endr,oldstatus,newstatus,change,ok
1199, ,I9-UH,I9,UH,40,48,NEW,FIX,1,1
1200, ,JA-UH,JA,UH,41,48,NEW,FIX,1,1
1201, ,HZ-UI,HZ,UI,60,72,NEW,FIX,1,1
1202, ,UD-UI,UD,UI,60,69,NEW,FIX,1,1
1203, ,H0-UI,H0,UI,60,73,NEW,FIX,1,1
1204, ,H1-UD,H1,UD,19,69,NEW,FIX,1,1
1205, ,IR-UJ,IR,UJ,5,85,NEW,FIX,1,1
1206, ,IB-UJ,IB,UJ,85,88,NEW,FIX,1,1
1207, ,UJ-UK,UJ,UK,30,85,NEW,FIX,1,1
1208, ,IT-UK,IT,UK,30,36,NEW,FIX,1,1
1209, ,HB-UM,HB,UM,28,90,NEW,FIX,1,1
1210, ,H2-UM,H2,UM,18,28,NEW,FIX,1,1
1211, ,H0-H2,H0,H2,18,73,NEW,FIX,0,1
1212, ,H0-H1,H0,H1,19,73,MIS,FIX,0,1
1213, ,HY-HZ,HY,HZ,15,72,MIS,FIX,0,1
1214, ,IK-UL,IK,UL,35,61,NEW,FIX,1,1
1215, ,IJ-UL,IJ,UL,61,93,NEW,FIX,1,1
1216, ,UL-UM,UL,UM,28,61,NEW,FIX,1,1
1217, ,UL-UO,UL,UO,53,61,NEW,FIX,1,1
1218, ,IM-UO,IM,UO,3,53,NEW,FIX,1,1
1219, ,UO-UP,UO,UP,40,53,NEW,FIX,1,1
1220, ,UP-UQ,UP,UQ,40,70,NEW,FIX,1,1
1221, ,UP-UR,UP,UR,40,78,NEW,FIX,1,1
1222, ,IJ-UQ,IJ,UQ,70,93,NEW,FIX,1,1
1223, ,H7-US,H7,US,80,94,NEW,FIX,1,1
1224, ,HS-US,HS,US,29,80,NEW,FIX,1,1
1225, ,US-UT,US,UT,63,80,NEW,FIX,1,1
1226, ,HT-UT,HT,UT,63,97,NEW,FIX,1,1
1227, ,H9-UT,H9,UT,43,63,NEW,FIX,1,1
1228, ,H8-UU,H8,UU,44,67,NEW,FIX,1,1
1229, ,H9-UU,H9,UU,43,67,NEW,FIX,1,1
1230, ,H9-UV,H9,UV,43,45,NEW,FIX,1,1
1231, ,UU-UW,UU,UW,67,99,NEW,FIX,1,1
1232, ,UW-UY,UW,UY,65,99,NEW,FIX,1,1
1233, ,UV-UZ,UV,UZ,45,90,NEW,FIX,1,1
1234, ,UW-UZ,UW,UZ,90,99,NEW,FIX,1,1
1235, ,UZ-U0,UZ,U0,88,90,NEW,FIX,1,1
1236, ,JB-U0,JB,U0,42,88,NEW,FIX,1,1
1237, ,JC-U0,JC,U0,53,88,NEW,FIX,1,1
1238, ,JB-U1,JB,U1,42,92,NEW,FIX,1,1
1239, ,JA-U1,JA,U1,41,92,NEW,FIX,1,1
1240, ,UV-U1,UV,U1,45,92,NEW,FIX,1,1
1241, ,II-UQ,II,UQ,46,70,NEW,FIX,1,1
1242, ,IH-UR,IH,UR,23,78,NEW,FIX,1,1
1243, ,JQ-U2,JQ,U2,22,24,NEW,FIX,1,1
1244, ,JP-U2,JP,U2,22,30,NEW,FIX,1,1
1245, ,H8-UY,H8,UY,44,65,NEW,FIX,1,1
1246, ,JP-UY,JP,UY,30,65,NEW,FIX,1,1
1247, ,IG-UO,IG,UO,47,53,NEW,FIX,1,1
1248, ,IG-UR,IG,UR,47,78,NEW,FIX,1,1
1249, ,U2-U3,U2,U3,13,22,NEW,FIX,1,1
1250, ,U3-U4,U3,U4,13,89,NEW,FIX,1,1
1251, ,U4-VG,U4,VG,89,95,NEW,FIX,1,1
1252, ,JO-U4,JO,U4,58,89,NEW,FIX,1,1
1253, ,JM-VG,JM,VG,5,95,NEW,FIX,1,1
1254, ,JO-U5,JO,U5,11,58,NEW,FIX,1,1
1255, ,JR-U5,JR,U5,11,34,NEW,FIX,1,1
1256, ,U3-U5,U3,U5,11,13,NEW,FIX,1,1
1257, ,JR-U7,JR,U7,34,64,NEW,FIX,1,1
1258, ,JS-U7,JS,U7,51,64,NEW,FIX,1,1
1259, ,U7-U8,U7,U8,54,64,NEW,FIX,1,1
1260, ,JS-U8,JS,U8,51,54,NEW,FIX,1,1
1261, ,IG-U8,IG,U8,47,54,NEW,FIX,1,1
1262, ,IF-U8,IF,U8,48,54,NEW,FIX,1,1
1263, ,IF-VH,IF,VH,48,52,NEW,FIX,1,1
1264, ,IM-VH,IM,VH,3,52,NEW,FIX,1,1
1265, ,VH-VI,VH,VI,52,82,NEW,FIX,1,1
1266, ,JT-U9,JT,U9,71,96,NEW,FIX,1,1
1267, ,JT-VA,JT,VA,50,96,NEW,FIX,1,1
1268, ,U9-VA,U9,VA,50,71,NEW,FIX,1,1
1269, ,JS-U9,JS,U9,51,71,NEW,FIX,1,1
1270, ,JO-VA,JO,VA,50,58,NEW,FIX,1,1
1271, ,J3-VB,J3,VB,81,92,NEW,FIX,1,1
1272, ,J2-VB,J2,VB,45,81,NEW,FIX,1,1
1273, ,J2-VC,J2,VC,45,80,NEW,FIX,1,1
1274, ,J1-VC,J1,VC,19,80,NEW,FIX,1,1
1275, ,IW-VF,IW,VF,7,27,NEW,FIX,1,1
1276, ,I3-VF,I3,VF,27,78,NEW,FIX,1,1
1277, ,IU-UK,IU,UK,30,37,NEW,FIX,1,1
1278, ,G8-VL,G8,VL,10,57,NEW,FIX,1,1
1279, ,G9-VK,G9,VK,46,95,NEW,FIX,1,1
1280, ,G8-VK,G8,VK,10,46,NEW,FIX,1,1
1281, ,G3-VL,G3,VL,7,57,NEW,FIX,1,1
1282, ,HA-VL,HA,VL,57,89,NEW,FIX,1,1
1283, ,VF-VM,VF,VM,27,56,NEW,FIX,1,1
1284, ,I4-VM,I4,VM,25,56,NEW,FIX,1,1
1285, ,HM-VM,HM,VM,54,56,NEW,FIX,1,1
1286, ,JY-VE,JY,VE,17,53,NEW,FIX,1,1
1287, ,J0-VE,J0,VE,17,55,NEW,FIX,1,1
1288, ,J9-VE,J9,VE,10,17,NEW,FIX,1,1
1289, ,J0-VD,J0,VD,55,86,NEW,FIX,1,1
1290, ,VC-VD,VC,VD,80,86,NEW,FIX,1,1
1291, ,JV-VD,JV,VD,56,86,NEW,FIX,1,1
1292, ,N1-VN,N1,VN,26,85,NEW,FIX,1,1
1293, ,VN-VO,VN,VO,26,56,NEW,FIX,1,1
1294, ,VO-VP,VO,VP,16,56,NEW,FIX,1,1
1295, ,VN-VQ,VN,VQ,26,46,NEW,FIX,1,1
1296, ,VN-VR,VN,VR,21,26,NEW,FIX,1,1
1297, ,VQ-VR,VQ,VR,21,46,NEW,FIX,1,1
1298, ,VR-VY,VR,VY,21,72,NEW,FIX,1,1
1299, ,NP-VX,NP,VX,63,86,NEW,FIX,1,1
1300, ,NQ-VX,NQ,VX,39,63,NEW,FIX,1,1
1301, ,J6-VP,J6,VP,16,99,NEW,FIX,1,1
1302, ,VR-VW,VR,VW,11,21,NEW,FIX,1,1
1303, ,KS-VW,KS,VW,11,33,NEW,FIX,1,1
1304, ,KN-VW,KN,VW,11,30,NEW,FIX,1,1
1305, ,KS-VY,KS,VY,33,72,NEW,FIX,1,1
1306, ,VQ-VV,VQ,VV,24,46,NEW,FIX,1,1
1307, ,VU-VV,VU,VV,24,27,NEW,FIX,1,1
1308, ,VT-VU,VT,VU,27,44,NEW,FIX,1,1
1309, ,D3-D7,D3,D7,36,71,MIS,FIX,1,1
1310, ,D4-VZ,D4,VZ,32,92,NEW,FIX,1,1
1311, ,BM-VZ,BM,VZ,31,92,NEW,FIX,1,1
1312, ,D4-V0,D4,V0,32,75,NEW,FIX,1,1
1313, ,D2-V0,D2,V0,75,85,NEW,FIX,1,1
1314, ,V0-V1,V0,V1,13,75,NEW,FIX,1,1
1315, ,V1-V2,V1,V2,13,73,NEW,FIX,1,1
1316, ,V2-V3,V2,V3,3,73,NEW,FIX,1,1
1317, ,V3-V4,V3,V4,3,61,NEW,FIX,1,1
1318, ,BM-V2,BM,V2,31,73,NEW,FIX,1,1
1319, ,BM-V4,BM,V4,31,61,NEW,FIX,1,1
1320, ,V4-V5,V4,V5,61,65,NEW,FIX,1,1
1321, ,BL-V5,BL,V5,29,65,NEW,FIX,1,1
1322, ,V5-V6,V5,V6,65,93,NEW,FIX,1,1
1323, ,VZ-V6,VZ,V6,92,93,NEW,FIX,1,1
1324, ,V6-V7,V6,V7,62,93,NEW,FIX,1,1
1325, ,BL-V7,BL,V7,29,62,NEW,FIX,1,1
1326, ,I8-V7,I8,V7,12,62,NEW,FIX,1,1
1327, ,V6-V8,V6,V8,22,93,NEW,FIX,1,1
1328, ,NT-V8,NT,V8,22,98,NEW,FIX,1,1
1329, ,NR-V9,NR,V9,40,82,NEW,FIX,1,1
1330, ,V9-WA,V9,WA,82,83,NEW,FIX,1,1
1331, ,D5-WA,D5,WA,83,97,NEW,FIX,1,1
1332, ,V8-V9,V8,V9,22,82,NEW,FIX,1,1
1333, ,VX-WA,VX,WA,63,83,NEW,FIX,1,1
1334, ,V7-WB,V7,WB,62,72,NEW,FIX,1,1
1335, ,BL-WB,BL,WB,29,72,NEW,FIX,1,1
1336, ,BK-WB,BK,WB,26,72,NEW,FIX,1,1
1337, ,WC-WD,WC,WD,36,49,NEW,FIX,1,1
1338, ,BK-WC,BK,WC,26,36,NEW,FIX,1,1
1339, ,BJ-WC,BJ,WC,24,36,NEW,FIX,1,1
1340, ,BH-WD,BH,WD,34,49,NEW,FIX,1,1
1341, ,WD-WE,WD,WE,9,49,NEW,FIX,1,1
1342, ,WE-WF,WE,WF,9,30,NEW,FIX,1,1
1343, ,V3-WE,V3,WE,3,9,NEW,FIX,1,1
1344, ,SC-VT,SC,VT,4,44,NEW,FIX,1,1
1345, ,GN-WG,GN,WG,29,69,NEW,FIX,1,1
1346, ,GF-WG,GF,WG,69,80,NEW,FIX,1,1
1347, ,VU-WG,VU,WG,27,69,NEW,FIX,1,1
1348, ,KN-WH,KN,WH,20,30,NEW,FIX,1,1
1349, ,VV-WH,VV,WH,20,24,NEW,FIX,1,1
1350, ,GN-WO,GN,WO,25,29,NEW,FIX,1,1
1351, ,GM-WO,GM,WO,25,28,NEW,FIX,1,1
1352, ,WK-WO,WK,WO,25,58,NEW,FIX,1,1
1353, ,WK-WL,WK,WL,48,58,NEW,FIX,1,1
1354, ,GM-WL,GM,WL,28,48,NEW,FIX,1,1
1355, ,WL-WP,WL,WP,48,62,NEW,FIX,1,1
1356, ,WJ-WK,WJ,WK,49,58,NEW,FIX,1,1
1357, ,WI-WM,WI,WM,70,90,NEW,FIX,1,1
1358, ,WH-WI,WH,WI,20,70,NEW,FIX,1,1
1359, ,WI-WJ,WI,WJ,49,70,NEW,FIX,1,1
1360, ,GN-WJ,GN,WJ,29,49,NEW,FIX,1,1
1361, ,KN-WM,KN,WM,30,90,NEW,FIX,1,1
1362, ,KQ-WM,KQ,WM,67,90,NEW,FIX,1,1
1363, ,SB-WQ,SB,WQ,14,34,NEW,FIX,1,1
1364, ,KQ-WQ,KQ,WQ,14,67,NEW,FIX,1,1
1365, ,WQ-WR,WQ,WR,14,64,NEW,FIX,1,1
1366, ,5L-VY,5L,VY,72,73,NEW,FIX,1,1
1367, ,OM-WS,OM,WS,83,95,NEW,FIX,1,1
1368, ,N0-WS,N0,WS,65,95,NEW,FIX,1,1
1369, ,QW-WT,QW,WT,20,42,NEW,FIX,1,1
1370, ,OL-WT,OL,WT,42,62,NEW,FIX,1,1
1371, ,OQ-WT,OQ,WT,22,42,NEW,FIX,1,1
1372, ,OP-WW,OP,WW,27,77,NEW,FIX,1,1
1373, ,OR-WU,OR,WU,28,78,NEW,FIX,1,1
1374, ,UN-WU,UN,WU,78,99,NEW,FIX,1,1
1375, ,LI-UN,LI,UN,29,99,NEW,FIX,1,1
1376, ,WV-WW,WV,WW,58,77,NEW,FIX,1,1
1377, ,WU-WV,WU,WV,58,78,NEW,FIX,1,1
1378, ,WV-WX,WV,WX,57,58,NEW,FIX,1,1
1379, ,WX-YI,WX,YI,57,67,NEW,FIX,1,1
1380, ,OO-WX,OO,WX,57,84,NEW,FIX,1,1
1381, ,WY-YI,WY,YI,67,96,NEW,FIX,1,1
1382, ,R2-WY,R2,WY,26,96,NEW,FIX,1,1
1383, ,QX-WY,QX,WY,23,96,NEW,FIX,1,1
1384, ,OO-WZ,OO,WZ,81,84,NEW,FIX,1,1
1385, ,WZ-W0,WZ,W0,80,81,NEW,FIX,1,1
1386, ,PK-WZ,PK,WZ,41,81,NEW,FIX,1,1
1387, ,PQ-W0,PQ,W0,56,80,NEW,FIX,1,1
1388, ,PP-W1,PP,W1,55,85,NEW,FIX,1,1
1389, ,PO-W1,PO,W1,42,85,NEW,FIX,1,1
1390, ,PO-W2,PO,W2,42,72,NEW,FIX,1,1
1391, ,6S-PK,6S,PK,18,41,NEW,FIX,1,1
1392, ,MX-W2,MX,W2,49,72,NEW,FIX,1,1
1393, ,MW-W3,MW,W3,76,86,NEW,FIX,1,1
1394, ,MX-W3,MX,W3,49,86,NEW,FIX,1,1
1395, ,W3-W4,W3,W4,38,86,NEW,FIX,1,1
1396, ,W4-W5,W4,W5,38,68,NEW,FIX,1,1
1397, ,LH-W5,LH,W5,36,68,NEW,FIX,1,1
1398, ,LH-W6,LH,W6,5,36,NEW,FIX,1,1
1399, ,LD-W6,LD,W6,5,35,NEW,FIX,1,1
1400, ,WR-W8,WR,W8,61,64,NEW,FIX,1,1
1401, ,W6-W8,W6,W8,5,61,NEW,FIX,1,1
1402, ,W6-W7,W6,W7,5,75,NEW,FIX,1,1
1403, ,PO-XA,PO,XA,21,42,NEW,FIX,1,1
1404, ,W9-XA,W9,XA,10,21,NEW,FIX,1,1
1405, ,PN-W9,PN,W9,10,58,NEW,FIX,1,1
1406, ,W9-XB,W9,XB,10,30,NEW,FIX,0,1
1407, ,RX-XC,RX,XC,51,59,NEW,FIX,1,1
1408, ,RW-XC,RW,XC,46,59,NEW,FIX,1,1
1409, ,P2-XD,P2,XD,14,44,NEW,FIX,1,1
1410, ,P1-XD,P1,XD,14,45,NEW,FIX,1,1
1411, ,XA-XD,XA,XD,14,21,NEW,FIX,1,1
1412, ,RU-XE,RU,XE,33,47,NEW,FIX,1,1
1413, ,XE-XF,XE,XF,33,63,NEW,FIX,1,1
1414, ,XF-XG,XF,XG,63,65,NEW,FIX,1,1
1415, ,XE-XG,XE,XG,33,65,NEW,FIX,1,1
1416, ,W1-XG,W1,XG,65,85,NEW,FIX,1,1
1417, ,RT-XF,RT,XF,40,63,NEW,FIX,1,1
1418, ,RS-R4,RS,R4,38,93,NEW,FIX,1,1
1419, ,R2-XH,R2,XH,26,39,NEW,FIX,1,1
1420, ,R8-XH,R8,XH,35,39,NEW,FIX,1,1
1421, ,R6-XH,R6,XH,39,89,NEW,FIX,1,1
1422, ,R6-XI,R6,XI,69,89,NEW,FIX,1,1
1423, ,XI-XJ,XI,XJ,66,69,NEW,FIX,1,1
1424, ,RR-XJ,RR,XJ,17,66,NEW,FIX,1,1
1425, ,RR-XK,RR,XK,17,98,NEW,FIX,1,1
1426, ,RS-XI,RS,XI,38,69,NEW,FIX,1,1
1427, ,RV-XK,RV,XK,48,98,NEW,FIX,1,1
1428, ,RV-XL,RV,XL,48,53,NEW,FIX,1,1
1429, ,XC-XL,XC,XL,53,59,NEW,FIX,1,1
1430, ,R0-XL,R0,XL,49,53,NEW,FIX,1,1
1431, ,P1-XM,P1,XM,31,45,NEW,FIX,0,1
1432, ,RY-XN,RY,XN,30,52,NEW,FIX,0,1
1433, ,XN-XO,XN,XO,15,30,NEW,FIX,0,1
1434, ,RI-XN,RI,XN,30,92,NEW,FIX,1,1
1435, ,RI-XP,RI,XP,60,92,NEW,FIX,1,1
1436, ,XP-XQ,XP,XQ,1,60,NEW,FIX,1,1
1437, ,XP-XR,XP,XR,20,60,NEW,FIX,1,1
1438, ,RJ-XR,RJ,XR,10,20,NEW,FIX,1,1
1439, ,XQ-XT,XQ,XT,1,22,NEW,FIX,1,1
1440, ,RJ-XT,RJ,XT,10,22,NEW,FIX,1,1
1441, ,XS-XT,XS,XT,22,28,NEW,FIX,1,1
1442, ,XS-XU,XS,XU,NaN,NaN,NEW,FIX,1,1
1443, ,XV-XW,XV,XW,NaN,NaN,NEW,FIX,1,1
1444, ,RJ-XW,RJ,XW,10,29,NEW,FIX,1,1
1445, ,XW-XX,XW,XX,8,29,NEW,FIX,1,1
1446, ,RK-XX,RK,XX,6,8,NEW,FIX,1,1
1447, ,XX-XY,XX,XY,8,27,NEW,FIX,1,1
1448, ,XY-XZ,XY,XZ,NaN,NaN,NEW,FIX,1,1
1449, ,XY-X0,XY,X0,NaN,NaN,NEW,FIX,1,1
1450, ,XR-YF,XR,YF,20,62,NEW,FIX,1,1
1451, ,RG-X1,RG,X1,7,9,NEW,FIX,1,1
1452, ,RK-X1,RK,X1,6,9,NEW,FIX,1,1
1453, ,X1-X2,X1,X2,9,76,NEW,FIX,1,1
1454, ,RF-X3,RF,X3,2,36,NEW,FIX,1,1
1455, ,X2-X3,X2,X3,36,76,NEW,FIX,1,1
1456, ,SA-X2,SA,X2,57,76,NEW,FIX,1,1
1457, ,RL-X5,RL,X5,84,99,NEW,FIX,1,1
1458, ,RO-X5,RO,X5,4,84,NEW,FIX,1,1
1459, ,RO-X4,RO,X4,4,54,NEW,FIX,1,1
1460, ,X3-X4,X3,X4,36,54,NEW,FIX,1,1
1461, ,RP-X4,RP,X4,3,54,NEW,FIX,1,1
1462, ,RO-X6,RO,X6,4,55,NEW,FIX,1,1
1463, ,RN-X6,RN,X6,55,97,NEW,FIX,1,1
1464, ,X6-X7,X6,X7,45,55,NEW,FIX,1,1
1465, ,RP-X7,RP,X7,3,45,NEW,FIX,1,1
1466, ,R1-X8,R1,X8,13,23,NEW,FIX,1,1
1467, ,X8-YA,X8,YA,23,34,NEW,FIX,1,1
1468, ,RQ-X8,RQ,X8,12,23,NEW,FIX,1,1
1469, ,XK-X9,XK,X9,61,98,NEW,FIX,1,1
1470, ,X5-YG,X5,YG,84,93,NEW,FIX,1,1
1471, ,RM-YJ,RM,YJ,NaN,NaN,NEW,FIX,1,1
1472, ,RM-YG,RM,YG,93,98,NEW,FIX,1,1
1473, ,RN-YG,RN,YG,93,97,NEW,FIX,1,1
1474, ,X7-YB,X7,YB,15,45,NEW,FIX,1,1
1475, ,RC-X7,RC,X7,45,95,NEW,FIX,1,1
1476, ,RC-YC,RC,YC,56,95,NEW,FIX,1,1
1477, ,Q3-YN,Q3,YN,11,18,NEW,FIX,1,1
1478, ,Q3-YO,Q3,YO,11,71,NEW,FIX,1,1
1479, ,Q4-YO,Q4,YO,71,87,NEW,FIX,1,1
1480, ,YL-YO,YL,YO,NaN,NaN,NEW,FIX,1,1
1481, ,YM-YP,YM,YP,NaN,NaN,NEW,FIX,1,1
1482, ,RQ-YA,RQ,YA,12,34,NEW,FIX,1,1
1483, ,RA-YA,RA,YA,34,94,NEW,FIX,1,1
1484, ,R8-XJ,R8,XJ,35,66,NEW,FIX,1,1
1485, ,Q9-YD,Q9,YD,50,82,NEW,FIX,1,1
1486, ,Q8-YD,Q8,YD,50,90,NEW,FIX,1,1
1487, ,RA-YB,RA,YB,15,94,NEW,FIX,1,1
1488, ,YB-YD,YB,YD,15,50,NEW,FIX,1,1
1489, ,YB-YC,YB,YC,15,56,NEW,FIX,1,1
1490, ,QO-YE,QO,YE,31,80,NEW,FIX,1,1
1491, ,MD-TB,MD,TB,87,97,MIS,FIX,0,1
1492, ,LE-W7,LE,W7,45,75,NEW,FIX,1,1
1493, ,LG-W5,LG,W5,68,88,NEW,FIX,1,1
1494, ,YC-YQ,YC,YQ,38,56,NEW,FIX,1,1
1495, ,YQ-YR,YQ,YR,28,38,NEW,FIX,1,1
1496, ,YR-YS,YR,YS,24,28,NEW,FIX,1,1
1497, ,YT-YU,YT,YU,40,46,NEW,FIX,1,1
1498, ,YU-YV,YU,YV,16,46,NEW,FIX,1,1
1499, ,YR-YT,YR,YT,28,40,NEW,FIX,1,1
1500, ,YS-YV,YS,YV,16,24,NEW,FIX,1,1
1501, ,YV-YW,YV,YW,16,33,NEW,FIX,1,1
1502, ,YW-YX,YW,YX,33,49,NEW,FIX,1,1
1503, ,QE-YV,QE,YV,16,86,NEW,FIX,1,1
1504, ,QE-YW,QE,YW,33,86,NEW,FIX,1,1
1505, ,QC-Y0,QC,Y0,32,39,NEW,FIX,1,1
1506, ,YP-Y0,YP,Y0,21,32,NEW,FIX,1,1
1507, ,Q4-YP,Q4,YP,21,87,NEW,FIX,1,1
1508, ,Y0-Y3,Y0,Y3,NaN,NaN,NEW,FIX,1,1
1509, ,Y1-Y4,Y1,Y4,NaN,NaN,NEW,FIX,1,1
1510, ,QB-Y1,QB,Y1,14,83,NEW,FIX,1,1
1511, ,Y1-Y2,Y1,Y2,14,17,NEW,FIX,1,1
1512, ,Y2-Y6,Y2,Y6,17,48,NEW,FIX,1,1
1513, ,Y6-Y7,Y6,Y7,NaN,NaN,NEW,FIX,1,1
1514, ,QG-Y6,QG,Y6,48,77,NEW,FIX,1,1
1515, ,YX-YZ,YX,YZ,44,49,NEW,FIX,1,1
1516, ,QD-YZ,QD,YZ,44,85,NEW,FIX,1,1
1517, ,QA-YX,QA,YX,49,79,NEW,FIX,1,1
1518, ,P9-YZ,P9,YZ,44,78,NEW,FIX,1,1
1519, ,P9-QF,P9,QF,76,78,NEW,FIX,0,1
1520, ,QA-ZA,QA,ZA,26,79,NEW,FIX,1,1
1521, ,QT-ZA,QT,ZA,26,66,NEW,FIX,1,1
1522, ,ZA-ZB,ZA,ZB,26,42,NEW,FIX,1,1
1523, ,YU-ZB,YU,ZB,42,46,NEW,FIX,1,1
1524, ,Q8-YT,Q8,YT,40,90,NEW,FIX,1,1
1525, ,QS-ZB,QS,ZB,42,67,NEW,FIX,1,1
1526, ,QR-ZC,QR,ZC,68,98,NEW,FIX,1,1
1527, ,YE-ZC,YE,ZC,31,98,NEW,FIX,1,1
1528, ,QP-YE,QP,YE,31,71,NEW,FIX,1,1
1529, ,QQ-ZD,QQ,ZD,70,92,NEW,FIX,1,1
1530, ,ZC-ZD,ZC,ZD,92,98,NEW,FIX,1,1
1531, ,ZD-ZE,ZD,ZE,92,96,NEW,FIX,1,1
1532, ,ZE-ZF,ZE,ZF,6,96,NEW,FIX,1,1
1533, ,P7-ZF,P7,ZF,2,6,NEW,FIX,1,1
1534, ,QH-ZG,QH,ZG,12,72,NEW,FIX,1,1
1535, ,QH-QJ,QH,QJ,69,72,NEW,FIX,0,1
1536, ,P6-ZG,P6,ZG,12,84,NEW,FIX,1,1
1537, ,QR-ZE,QR,ZE,68,96,NEW,FIX,1,1
1538, ,ZF-ZG,ZF,ZG,6,12,NEW,FIX,1,1
1539, ,P3-Y9,P3,Y9,1,20,NEW,FIX,1,1
1540, ,QF-Y9,QF,Y9,20,76,NEW,FIX,1,1
1541, ,Y8-Y9,Y8,Y9,NaN,NaN,NEW,FIX,1,1
1542, ,P3-P4,P3,P4,1,9,NEW,FIX,1,1
1543, ,QL-VG,QL,VG,91,95,NEW,FIX,1,1
1544, ,ZH-ZI,ZH,ZI,NaN,NaN,NEW,FIX,1,1
1545, ,ZH-ZJ,ZH,ZJ,NaN,NaN,NEW,FIX,1,1
1546, ,P4-ZH,P4,ZH,9,74,NEW,FIX,1,1
1547, ,JL-ZH,JL,ZH,54,74,NEW,FIX,1,1
1548, ,JK-ZK,JK,ZK,35,77,NEW,FIX,1,1
1549, ,JD-ZK,JD,ZK,35,75,NEW,FIX,1,1
1550, ,JG-U4,JG,U4,59,89,NEW,FIX,1,1
1551, ,JE-UW,JE,UW,76,99,NEW,FIX,1,1
1552, ,UH-ZK,UH,ZK,35,48,NEW,FIX,1,1
1553, ,ZL-ZM,ZL,ZM,NaN,NaN,NEW,FIX,1,1
1554, ,UG-ZN,UG,ZN,NaN,NaN,NEW,FIX,1,1
1555, ,UF-ZO,UF,ZO,NaN,NaN,NEW,FIX,1,1
1556, ,T7-ZQ,T7,ZQ,NaN,NaN,NEW,FIX,1,1
1557, ,T9-ZP,T9,ZP,NaN,NaN,NEW,FIX,1,1
1558, ,FG-ZR,FG,ZR,66,98,NEW,FIX,1,1
1559, ,FF-ZR,FF,ZR,6,98,NEW,FIX,1,1
1560, ,G3-ZR,G3,ZR,7,98,NEW,FIX,1,1
1561, ,UE-ZS,UE,ZS,58,62,NEW,FIX,1,1
1562, ,FG-ZS,FG,ZS,58,66,NEW,FIX,1,1
1563, ,ZS-ZT,ZS,ZT,58,88,NEW,FIX,1,1
1564, ,T2-ZU,T2,ZU,74,76,NEW,FIX,1,1
1565, ,EP-ZU,EP,ZU,65,74,NEW,FIX,1,1
1566, ,ZT-ZU,ZT,ZU,74,88,NEW,FIX,1,1
1567, ,ZT-ZV,ZT,ZV,88,96,NEW,FIX,1,1
1568, ,ZV-ZW,ZV,ZW,24,96,NEW,FIX,1,1
1569, ,FG-ZW,FG,ZW,24,66,NEW,FIX,1,1
1570, ,GU-ZW,GU,ZW,24,82,NEW,FIX,1,1
1571, ,ZV-ZX,ZV,ZX,64,96,NEW,FIX,1,1
1572, ,GU-ZX,GU,ZX,64,82,NEW,FIX,1,1
1573, ,G7-ZX,G7,ZX,64,81,NEW,FIX,1,1
1574, ,G7-ZY,G7,ZY,60,81,NEW,FIX,1,1
1575, ,ZY-ZZ,ZY,ZZ,44,60,NEW,FIX,1,1
1576, ,HE-ZZ,HE,ZZ,2,44,NEW,FIX,1,1
1577, ,HN-VK,HN,VK,1,46,NEW,FIX,1,1
1578, ,HJ-Z0,HJ,Z0,19,59,NEW,FIX,1,1
1579, ,AH-Z0,AH,Z0,16,59,NEW,FIX,1,1
1580, ,ZZ-Z0,ZZ,Z0,44,59,NEW,FIX,1,1
1581, ,HG-Z1,HG,Z1,75,80,NEW,FIX,1,1
1582, ,AH-Z1,AH,Z1,16,75,NEW,FIX,1,1
1583, ,Z1-Z2,Z1,Z2,75,77,NEW,FIX,1,1
1584, ,T0-Z2,T0,Z2,52,77,NEW,FIX,1,1
1585, ,HG-ZY,HG,ZY,60,80,NEW,FIX,1,1
1586, ,AC-HI,AC,HI,83,84,NEW,FIX,1,1
1587, ,XB-Z4,XB,Z4,5,30,NEW,FIX,0,1
1588, ,Y2-Y5,Y2,Y5,NaN,NaN,NEW,FIX,1,1
1589, ,T6-Z5,T6,Z5,NaN,NaN,NEW,FIX,1,1
1590, ,DEL.J4-NS,J4,NS,9,41,DEL,DEL,1,1
1591, ,OG-TS,OG,TS,4,16,MIS,FIX,0,1
1592, ,IB-VI,IB,VI,82,88,NEW,FIX,1,1
1593, ,IC-VI,IC,VI,74,82,NEW,FIX,1,1
1594, ,Z6-Z7,Z6,Z7,23,84,NEW,FIX,1,1
1595, ,NQ-Z7,NQ,Z7,39,84,NEW,FIX,1,1
1596, ,VO-Z6,VO,Z6,23,56,NEW,FIX,1,1
1597, ,NP-Z7,NP,Z7,84,86,NEW,FIX,1,1
1598, ,Z7-Z8,Z7,Z8,84,94,NEW,FIX,1,1
1599, ,VP-Z8,VP,Z8,16,94,NEW,FIX,1,1
1600, ,Z8-Z9,Z8,Z9,2,94,NEW,FIX,1,1
1601, ,DEL.RR-RV,RR,RV,17,48,DEL,DEL,1,1
1602, ,DEL.BL-BM,BL,BM,29,31,DEL,DEL,0,1
1603,6467-6492,DEL.NY-ON,NY,ON,-1,50,DEL,DEL,1,1
1604, ,DEL.HO-HX,HO,HX,10,22,DEL,DEL,1,1
1605, ,0A-0B,0A,0B,9,12,NEW,FIX,0,1
1606, ,Z4-0A,Z4,0A,5,12,NEW,FIX,0,1
1607, ,NG-0A,NG,0A,12,54,NEW,FIX,0,1
