XCoord;YCoord;FID;NETWERKID;PID;STATUS;STARTCODE;ENDCODE
362957,03382009;6616320,27031498;2042;0; ;NEW;ER;5H
362877,11583904;6618114,82139703;2043;0; ;NEW;E2;5H
364148,90990201;6617197,79350061;2044;0; ;NEW;5H;5I
366801,80155598;6618867,72425882;2045;0; ;NEW;5I;5J
364890,62006572;6619142,17277419;2046;0; ;NEW;5I;E2
366476,59819976;6616685,65787209;2047;0; ;NEW;E1;5I
371240,98931764;6617597,57986401;2048;0; ;NEW;5C;EZ
368913,47867666;6619463,03135696;2049;0; ;NEW;5J;EZ
361764,87745707;6620678,33683425;2050;0; ;MIS;EX;EQ
363508,71912866;6622213,80674573;2051;0; ;NEW;EX;5M
365167,65025599;6623264,23212723;2052;0; ;NEW;5M;E3
362469,55105781;6623866,75580680;2053;0; ;NEW;5M;5N
359781,79734001;6623682,33709032;2054;0; ;NEW;DQ;5N
360444,74591881;6625506,94645087;2055;0; ;NEW;DR;5N
364237,48234792;6625847,23669893;2056;0; ;NEW;FE;D1
368647,76480823;6623135,99235794;2057;0; ;NEW;E4;5O
370004,26146670;6621814,82154592;2058;0; ;NEW;5O;E5
369723,90074945;6621067,64340381;2059;0; ;NEW;E5;5Q
367383,29991370;6621890,37225572;2060;0; ;NEW;E3;5Q
369761,07712230;6620119,60725458;2061;0; ;NEW;5Q;EZ
371588,80710734;6622359,65363842;2062;0; ;NEW;5O;5P
373634,00413982;6621609,87829057;2063;0; ;NEW;E6;5P
373971,90243063;6622543,60320956;2064;0; ;NEW;E7;5P
378345,56984527;6622317,44333008;2065;0; ;NEW;E7;SS
365597,15894536;6631898,63959801;2066;0; ;NEW;5T;DV
365406,57985886;6632318,01834130;2067;0; ;NEW;DW;5T
366004,35939556;6632096,52848285;2068;0; ;NEW;5T;5U
365794,32024804;6632797,40486215;2069;0; ;NEW;DW;5U
367893,77030268;6632445,30557477;2070;0; ;NEW;5U;DX
376407,08781819;6633019,47419275;2071;0; ;NEW;5V;5Z
371934,02291042;6632580,04528518;2072;0; ;NEW;C1;5V
372062,30397607;6633459,46656844;2073;0; ;NEW;5V;5W
370539,76272456;6636192,60825655;2074;0; ;NEW;5X;5W
371474,28837196;6639639,18018170;2075;0; ;NEW;5X;C6
372709,80383394;6640158,30379262;2076;0; ;NEW;5X;C4
373856,88712951;6637751,37407968;2077;0; ;NEW;C4;5W
371345,96519864;6639606,10719888;2078;0; ;NEW;C6;5Y
371186,85022219;6639496,28635659;2079;0; ;NEW;5Y;C7
361703,33596421;6629803,08571402;2080;0; ;NEW;50;51
362558,62012835;6629409,27857609;2081;0; ;NEW;CQ;50
360845,67490506;6627955,80292712;2082;0; ;NEW;50;DS
362556,11875311;6630525,36475595;2083;0; ;NEW;CQ;51
361169,47674343;6631500,41382294;2084;0; ;NEW;CP;51
370529,55631051;6639910,17191374;2085;0; ;NEW;5Y;5S
369172,32961136;6640294,21066157;2086;0; ;NEW;5R;5S
370422,21849003;6640799,88739638;2087;0; ;FUT;5S;53
372819,68530289;6642449,22400664;2088;0; ;FUT;53;6M
369892,23624873;6643170,40832794;2089;0; ;FUT;53;6N
370310,40735669;6644647,54513731;2090;0; ;NEW;A9;6N
372800,80061833;6644725,40246038;2091;0; ;NEW;6N;BA
375347,96228653;6644479,42900038;2092;0; ;NEW;BA;6M
362672,57799979;6644933,85148403;2093;0; ;NEW;A2;56
361307,53742848;6643980,62778200;2094;0; ;NEW;A1;56
363570,31927083;6639320,76697614;2095;0; ;NEW;CX;57
362929,82347018;6640297,24979446;2096;0; ;NEW;57;55
363971,03345460;6641153,51215134;2097;0; ;NEW;54;55
363151,60288066;6643125,71264742;2098;0; ;NEW;56;54
366946,25648960;6641545,40908842;2099;0; ;NEW;54;5R
367140,51296694;6638957,97744718;2100;0; ;NEW;5R;52
366231,09069853;6636943,93994732;2101;0; ;NEW;C3;52
360253,07770726;6638564,47378285;2102;0; ;NEW;57;58
360480,38716030;6635176,17164113;2103;0; ;NEW;58;CP
354614,72856264;6634122,57215398;2104;0; ;NEW;6G;CO
356358,12214137;6635615,28570165;2105;0; ;NEW;6G;59
354936,47687949;6637375,58398774;2106;0; ;NEW;AW;6G
357520,29951605;6636236,80797943;2107;0; ;NEW;1H;6A
356729,16861279;6640009,53550486;2108;0; ;NEW;6C;6B
356901,86727173;6638402,82610091;2109;0; ;NEW;6A;6C
357171,46724387;6638363,62092002;2110;0; ;NEW;6A;6B
351571,00212685;6642157,25481304;2111;0; ;NEW;6F;AU
354402,72570292;6642577,38410309;2112;0; ;NEW;6F;6D
356472,60623415;6642020,83276172;2113;0; ;NEW;6D;6B
355542,37220567;6641455,99578634;2114;0; ;NEW;6E;6D
356155,98235667;6640128,26411387;2115;0; ;NEW;6E;6C
357311,16949966;6635779,82993772;2116;0; ;NEW;1H;59
355111,94386378;6639760,80621656;2117;0; ;NEW;6E;AW
353702,47527066;6640677,07763678;2118;0; ;NEW;6F;AW
352588,21486685;6643742,89367623;2119;0; ;NEW;AX;6F
368664,23517340;6611374,33607776;2120;0; ;NEW;46;1C
346591,20620804;6640224,75083968;2121;0; ;NEW;6K;AR
344762,79805671;6639867,37245658;2122;0; ;NEW;6K;3K
345417,95667479;6641475,89970251;2123;0; ;NEW;6K;6L
346853,24606929;6642996,22895473;2124;0; ;NEW;AZ;6L
343004,73715560;6640995,79478609;2125;0; ;NEW;6L;AQ
355277,40706832;6628172,84744304;2126;0; ;NEW;6J;6H
355472,34944322;6630048,55469661;2127;0; ;NEW;CM;6H
357023,33045081;6628579,06990812;2128;0; ;NEW;6H;6I
358291,83640411;6627533,02700994;2129;0; ;NEW;DT;6I
357485,40159481;6631675,72234140;2130;0; ;NEW;6I;59
356038,13271231;6626581,54212938;2131;0; ;NEW;DM;6J
354136,84829308;6626518,23472211;2132;0; ;NEW;6J;CG
358356,29277920;6636096,32847673;2133;0; ;NEW;1H;58
291486,35990340;6583923,88824594;2134;0; ;NEW;ZL;I9
292265,06725666;6580482,79536883;2135;0; ;NEW;ZL;JL
293479,86444220;6578420,42340221;2136;0; ;NEW;4M;JL
295002,97728195;6578628,93186763;2137;0; ;NEW;JK;4M
294320,54175157;6577274,77297223;2138;0; ;NEW;4M;6T
294078,96473125;6574968,17999364;2139;0; ;NEW;P4;6T
295385,07152189;6576859,43551749;2140;0; ;NEW;P5;6T
303594,02628500;6599547,53241038;2141;0; ;DEL;H2;H0
318814,39593720;6554714,53853805;2142;0; ;NEW;X9;R0
317180,44704613;6548661,58878802;2143;0; ;NEW;YF;RI
317285,36129942;6554127,05020377;2144;0; ;NEW;X9;R1
305031,85716944;6552892,25281794;2145;0; ;NEW;RM;YN
302591,71717087;6552407,29083739;2146;0; ;NEW;YN;YK
314934,41475460;6540003,89182115;2147;0; ;NEW;XS;6O
301954,77268037;6559766,78057702;2148;0; ;NEW;YS;Q5
369649,76573443;6571624,75121143;2149;0; ;NEW;6P;LX
326642,86380703;6590961,63863805;2150;0; ;NEW;Z9;J4
328201,34846085;6592462,01606106;2151;0; ;NEW;Z9;NS
379136,02002222;6588554,13242040;2152;0; ;NEW;6Q;4N
381014,42826279;6587681,15375480;2153;0; ;NEW;6Q;04
312091,01331489;6604862,00874508;2154;0; ;NEW;HA;6R
314209,66766814;6605590,26899571;2155;0; ;NEW;G9;6R
331677,95144807;6561828,11822122;2156;0; ;NEW;W0;6S
331594,97242155;6561019,10157060;2157;0; ;NEW;6S;W2
389272,56358385;6551498,93245797;2158;0; ;NEW;OH;OK
367105,42622814;6637165,17607230;2159;0; ;NEW;52;C9
361978,37659259;6642149,57800933;2160;0; ;NEW;55;A1
383260,11959073;6596963,65992255;2161;0; ;MIS;S4;S3
366592,75887968;6613156,56653436;2162;0; ;NEW;1C;ES
367655,44997134;6562091,27872856;2163;0; ;NEW;L4;13
367695,13755072;6562295,00830268;2164;0; ;NEW;L4;14
353024,63443544;6559888,35319267;2165;0; ;NEW;2M;M0
371695,51545509;6555562,45337512;2166;0; ;NEW;O5;1X
372253,78740497;6555085,67325489;2167;0; ;NEW;O5;1V
326818,81149176;6626582,92154245;2168;0; ;NEW;29;AF
327018,03772865;6627131,96253076;2169;0; ;NEW;29;3C
327327,51438867;6627670,14173359;2170;0; ;NEW;3C;AO
330081,98433818;6615850,48918835;2171;0; ;NEW;4A;36
330207,92625673;6615650,46378830;2172;0; ;NEW;36;4B
371426,21964277;6650510,67524984;2173;0; ;NEW;Z3;1W
371250,35536931;6651016,47949256;2174;0; ;NEW;Z3;0C
370279,77063398;6650348,13958450;2175;0; ;NEW;Z3;BC
372459,79836845;6650950,30929292;2176;0; ;NEW;0C;1W
372849,89797137;6651386,80284268;2177;0; ;NEW;0C;1A
373025,76224483;6650880,99859995;2178;0; ;NEW;1A;1W
374715,04419970;6651753,20079182;2179;0; ;NEW;1A;SF
371825,55442075;6610559,95271700;2180;0; ;NEW;27;28
371268,99268688;6610300,13312965;2181;0; ;NEW;46;28
371205,03832351;6610900,21290687;2182;0; ;NEW;46;27
372439,60708756;6609623,78545791;2183;0; ;NEW;28;47
371743,08029445;6611278,11006777;2184;0; ;NEW;27;FO
341521,15311429;6602591,91992960;2185;0; ;NEW;D2;EA
312373,64243232;6584816,69510440;2186;0; ;MIS;JO;JN
339596,45590801;6592768,72179502;2187;0; ;NEW;D8;VT
336492,07964107;6592217,76944969;2188;0; ;NEW;D8;Z6
337840,52874941;6590291,88104936;2189;0; ;NEW;D8;VQ
303562,33274815;6559857,36277582;2190;0; ;NEW;Q5;YQ
366067,84529801;6620429,55110241;2191;0; ;NEW;EY;5J
376562,91024883;6574807,39442647;2192;0; ;NEW;MC;37
377299,17552061;6572290,99180069;2193;0; ;NEW;37;L9
377442,45951222;6571246,44825656;2194;0; ;NEW;L9;UX
374549,13091191;6570395,20873037;2195;0; ;NEW;UX;MB
376718,96223486;6572005,94640094;2196;0; ;NEW;37;UX
385332,11452541;6551492,27062650;2197;0; ;NEW;1N;U6
385813,46892939;6549977,16389963;2198;0; ;NEW;U6;OJ
384249,96652778;6550357,20585637;2199;0; ;NEW;VJ;U6
347483,51392349;6613891,96278736;2200;0; ;NEW;4H;ED
352214,52318692;6605769,67288910;2201;0;6115-6116;FIX;EG;EH
383785,68383057;6548609,16127715;2202;0; ;NEW;VJ;1P
376612,50823107;6540453,24307270;2203;0; ;NEW;2C;VS
360050,60603998;6619771,65127395;2204;0; ;NEW;5K;EQ
361517,45074652;6617932,68671157;2205;0; ;NEW;5K;ER
356382,72175336;6618185,53921753;2206;0; ;NEW;DI;5F
362939,47048599;6616194,77506972;2207;0; ;NEW;ER;5E
362670,71417217;6613060,56491310;2208;0; ;NEW;5E;EV
333654,65376785;6581954,10049208;2209;0; ;NEW;5L;5D
333085,83050814;6581309,81468492;2210;0; ;NEW;5L;ON
333157,65732969;6583312,60619324;2211;0; ;NEW;N1;5D
334782,45111077;6579044,88238541;2212;0; ;NEW;5D;N0
326113,14875487;6569999,91028586;2213;0; ;NEW;YI;WW
